identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
CD4 Naive T,3,0,0,0,32,8.019904526833475,-3.6446154672690803
pDC,20,0,0,0,46,-1.862412896987021,-1.402635272223609
CD4 Naive T,1,0,0,0,56,6.252045544747293,-4.712423380095618
pDC,10,0,0,0,147,-1.4819953116140963,-1.5814861614295417
CD4 Naive T,2,0,0,0,29,8.022384080056131,-2.9701121408530646
CD16 Mono,27,0,0,0,110,-9.125053015585959,-2.5126231271811896
CD14 Mono,32,0,0,0,41,-7.316612330313742,-6.558705385405677
B,11,0,0,0,38,5.193406972054422,7.898630086701257
CD4 Naive T,2,0,0,0,24,8.06358567154783,-3.580699737746375
CD4 Naive T,3,0,0,0,52,7.429019841317118,-3.2763419706412726
B Activated,2,0,0,0,33,5.738189610604227,8.069693986695153
CD14 Mono,30,0,0,0,45,-7.230623808737814,-9.011755521971839
CD8 T,1,0,0,0,44,4.733847054604471,-1.2880957681724006
CD8 T,3,0,0,0,51,3.326884183052957,-1.1228234130927497
B,1,0,0,0,46,6.52363959229368,7.677551690857751
CD14 Mono,10,0,0,0,28,-4.992848006125509,-8.788136060912269
CD14 Mono,10,0,0,0,37,-5.317269411917746,-9.7001309949943
CD4 Naive T,1,0,0,0,43,7.465916546944559,-4.749223764617103
CD4 Memory T,1,0,0,0,46,5.227767380837381,-3.2123277742453986
CD4 Naive T,0,0,0,0,33,8.259859475258768,-3.5130997259208137
NK,1,0,0,0,44,1.6005313721932768,0.6542519967964715
B Activated,38,0,0,0,119,2.5710937110223173,8.61017460040365
B,2,0,0,0,23,7.0352748957909945,7.62085289172445
B Activated,21,0,0,0,57,2.7764324275292753,8.581126634400231
B,12,0,0,0,49,5.234875115517557,7.681064073365075
T activated,0,0,0,0,21,2.9084278670586943,-3.4074612218924933
CD14 Mono,17,0,0,0,78,-7.492050257559836,-7.057195718962806
CD14 Mono,4,0,0,0,57,-7.764060583945334,-9.55178123303141
CD16 Mono,14,5,0,0,117,-9.438166228171408,-3.1508246023246222
CD14 Mono,13,1,0,0,46,-7.2101875218115445,-8.994020040709632
B,9,0,0,0,46,6.813815983895243,8.003833238404138
NK,6,2,0,0,41,1.5849351016320585,0.6325085800102777
CD16 Mono,9,1,0,0,66,-8.227277365561545,-2.303682144362586
T activated,0,0,0,0,59,3.0132798281945585,-3.320473488051551
CD14 Mono,27,0,0,0,99,-8.981939879294455,-6.5215645391532355
CD4 Naive T,3,0,0,0,26,5.539440068367899,-4.059992130477088
CD14 Mono,35,0,0,0,77,-6.336015787955343,-6.513682897765296
CD14 Mono,16,0,0,0,38,-5.14818486296755,-9.722714956481116
CD4 Memory T,9,0,0,0,40,6.372213753823221,-4.702025469023841
CD14 Mono,31,1,0,0,52,-6.627444353934347,-6.893271978575843
CD8 T,2,0,0,0,37,4.726096066597879,-2.7385938722678596
CD8 T,1,0,0,0,73,0.6648853150643707,0.9198960702827996
DC,45,0,0,0,134,-7.872367468710959,-5.6286998350211555
CD14 Mono,16,1,0,0,43,-5.698309985037863,-8.09158664532389
CD14 Mono,5,0,0,0,86,-7.7505927952490445,-6.853678281981605
CD4 Memory T,0,0,0,0,47,4.457057389382303,-3.492587860304969
CD14 Mono,15,0,0,0,48,-6.716423121329367,-8.184184606749671
CD14 Mono,19,0,0,0,68,-9.361958113547384,-7.52040630169596
CD14 Mono,10,0,0,0,67,-6.234015074606955,-8.486118848998206
CD16 Mono,20,7,0,0,121,-9.441727248068869,-3.587173755843299
CD4 Memory T,3,0,0,0,43,6.923301610115946,-3.279450948912757
B,2,0,0,0,37,6.451490315560282,7.13200897387777
CD14 Mono,9,0,0,0,89,-7.591971960898459,-9.301999624449866
T activated,7,0,0,0,22,0.27015736973661186,-3.143926914412635
B,7,0,0,0,85,2.4773255912103056,-0.13346090130891147
B,2,0,0,0,52,6.248754414681375,7.4996570985725945
CD14 Mono,6,0,0,0,37,-6.993566122885763,-9.745606001097816
CD4 Naive T,1,0,0,0,35,6.285134228829325,-3.9540381986686164
CD4 Memory T,6,0,0,0,44,6.217807206276834,-2.770835455138343
NK,3,0,0,0,50,-0.395857629414618,1.199293438713891
CD16 Mono,49,2,0,0,134,-9.131964293356955,-3.8120449144431525
CD4 Memory T,5,0,0,0,47,5.833621892098368,-3.5513265688010627
CD14 Mono,26,0,0,0,28,-7.257680979605734,-6.411766584593909
B Activated,8,0,0,0,84,2.602242383126199,8.377611581604821
CD4 Memory T,6,0,0,0,43,7.193719300393045,-3.312027748305457
T activated,1,0,0,0,31,4.2644523707665805,-3.0757501680442267
CD4 Naive T,1,0,0,0,43,7.868943604592264,-3.0260248739310676
CD14 Mono,20,0,0,0,75,-8.916352835532248,-7.810699041564124
NK,4,0,0,0,32,1.9801632491387724,0.37601739577565846
CD4 Memory T,1,0,0,0,16,4.259144219521463,-2.8036428052970344
CD14 Mono,12,0,0,0,71,-6.673727599021017,-6.498492296416419
CD4 Naive T,6,0,0,0,51,8.03546467697996,-4.115011270720618
CD14 Mono,2,0,0,0,14,-6.156677332755148,-9.994324262816566
CD4 Naive T,3,2,0,0,54,6.228040131691873,-4.698058183867591
CD4 Memory T,2,0,0,0,34,4.743155392769754,-3.5773079950400763
CD14 Mono,26,0,0,0,62,-6.87540301406008,-9.223068769652503
CD16 Mono,14,0,0,0,66,-8.593156424399435,-3.4784613210746222
T activated,4,0,0,0,16,3.7417553988732695,-2.9876220781394416
B,3,0,0,0,46,6.654429349068582,7.5998367708138055
CD14 Mono,31,1,0,0,42,-7.319596377249777,-6.472430284697669
DC,47,0,0,0,86,-5.119191733237326,-4.252986963469642
CD8 T,2,0,0,0,50,4.1140078631677035,-1.6874694187232429
CD14 Mono,54,0,0,0,39,-6.391371336813986,-7.256996687132972
CD14 Mono,21,1,1,0,98,-8.362339583273947,-5.500274713713782
T activated,0,0,0,0,47,3.4107238379754423,-3.226212318617957
CD14 Mono,34,0,0,0,92,-7.763815489646017,-6.6972566206046515
Mk,2,0,0,0,34,5.874699029091776,-5.285037573058265
CD14 Mono,28,0,0,0,98,-8.258139220114767,-6.170283373076575
CD8 T,1,0,0,0,53,0.6690858331956268,0.8764153759888238
NK,2,0,0,0,32,1.1670135585107206,1.0613996427467889
CD14 Mono,16,1,0,0,58,-5.9762254627905484,-9.262505109984534
NK,7,0,0,0,45,0.4586106268205047,0.8625001352242059
CD16 Mono,15,4,0,1,130,-9.5005727680884,-3.437675531584876
CD14 Mono,25,0,0,0,123,-8.900587645407736,-6.267372663695472
NK,1,0,0,0,34,2.1569754210748076,0.23378998450551686
CD4 Memory T,4,0,0,0,35,5.599583539132059,-2.1955330926963263
CD4 Naive T,11,0,0,0,56,5.669510277871073,-3.6180959302970344
CD4 Memory T,0,0,0,0,29,4.7358082858361605,-1.7990305978843146
CD4 Naive T,3,0,0,0,28,6.72718134796995,-3.890532072264808
CD16 Mono,40,2,0,0,114,-8.958123770590841,-2.2569325525351935
CD14 Mono,14,0,0,0,13,-5.621336069937765,-9.596681173522132
CD16 Mono,14,1,0,0,72,-8.492808905478537,-2.2700944501944953
CD14 Mono,9,0,0,0,20,-5.332638350363791,-8.606322820861
NK,1,0,0,0,35,1.3590610352792143,0.857059482853753
NK,3,0,0,0,48,-0.25896407389265297,0.979488317292077
CD14 Mono,13,1,0,0,64,-8.17501410567385,-7.9171333868094855
Mk,26,1,0,0,119,-9.028007117148459,-2.817698772627967
CD14 Mono,23,0,0,0,96,-7.501731005545675,-6.966153200347083
CD4 Naive T,1,0,0,0,44,6.704501065377176,-4.811144884307044
NK,2,0,0,0,62,-0.3749766322336793,1.0962300937584466
CD16 Mono,33,7,0,0,88,-9.328165617819845,-2.9092810709067756
CD14 Mono,38,2,0,0,88,-8.198598471518576,-5.820406492430823
CD14 Mono,12,0,0,0,56,-6.382104006644308,-8.42102771588053
CD16 Mono,12,0,0,0,89,-9.006407347556173,-2.4200633127280646
CD4 Naive T,7,0,0,0,54,7.371265801552713,-4.675766523558753
DC,26,0,0,0,76,-5.074681368704855,-4.18152862377848
CD8 T,3,0,0,0,38,4.8435610858239535,-1.904713686186927
CD14 Mono,32,0,0,0,70,-8.624783125754416,-8.181707914549964
Mk,9,0,0,0,71,4.646524819497049,-5.828901346404212
CD4 Naive T,3,0,0,0,33,5.114758881691873,-2.1692126352378303
T activated,0,0,0,0,23,4.365902814034403,-2.959842975814002
CD4 Memory T,4,0,0,0,51,5.794109257821024,-3.5428944189139777
CD14 Mono,49,7,0,0,122,-7.120142546530783,-5.924493368346351
CD14 Mono,58,0,0,0,53,-6.613436308737814,-7.67579656429972
CD14 Mono,19,0,0,0,58,-5.2328220280371305,-8.232423361022132
CD8 T,23,0,1,0,127,0.1462544826306701,-0.8928700644561225
CD16 Mono,17,1,0,0,93,-8.597381201621115,-2.555122907836097
CD14 Mono,34,0,0,0,69,-8.737669554587423,-6.222935732085364
CD4 Naive T,5,0,0,0,43,6.548709305886209,-3.6746903020926887
CD4 Naive T,2,0,0,0,31,6.774825009468973,-4.278509195525306
CD14 Mono,47,0,0,0,101,-7.88406190001589,-6.091850336272376
CD8 T,0,0,0,0,116,1.463119658593118,0.938489143174035
CD14 Mono,26,1,0,0,158,-8.590892401572287,-5.956328447539466
CD14 Mono,56,0,0,0,98,-8.039918032523214,-7.0391731817313605
CD14 Mono,9,0,0,0,43,-5.854682532187521,-9.412454183776038
CD4 Memory T,4,0,0,0,33,6.103984269265116,-3.56455331631388
CD16 Mono,33,2,0,0,143,-8.771557417746603,-5.171670492369788
CD4 Naive T,0,0,0,0,39,6.478785428170145,-4.408124979216712
CD14 Mono,30,0,0,0,20,-6.073617068167746,-8.244122083861487
CD4 Naive T,4,0,0,0,32,7.526204976204813,-3.131042059142249
CD4 Naive T,3,0,0,0,40,7.310459527138651,-4.1608090955802375
B,2,0,0,0,36,6.529299172524393,7.770082418244225
CD14 Mono,12,0,0,0,87,-7.244255629416525,-9.648106153685706
CD14 Mono,56,0,0,0,76,-8.565116492148459,-6.121428545195716
CD4 Memory T,7,0,1,0,38,6.36078444397825,-3.799850996215003
T activated,1,0,0,0,13,2.7480815974511503,-3.5071249563285285
CD4 Naive T,3,0,0,0,49,5.6282056895532016,-3.565088804442542
T activated,3,0,0,0,17,0.45588830387967827,-3.7259307462760383
CD14 Mono,43,1,0,0,79,-6.306230631705343,-7.165113981444495
T activated,5,0,0,1,12,1.4405653802193998,-3.809496935088294
CD14 Mono,14,0,0,0,82,-8.896888342734396,-7.518899496276038
CD14 Mono,30,0,0,0,66,-7.217831698294699,-7.67336850949015
CD14 Mono,24,1,0,0,90,-7.146009531851828,-7.864970739562171
CD4 Memory T,1,0,0,0,31,6.9854444590844516,-4.868081625182288
B Activated,9,0,0,0,73,2.9067198363580107,8.702235643189294
CD14 Mono,11,0,0,0,68,-5.637141791220724,-9.713041837889808
B Activated,4,0,0,0,36,6.170723351601541,8.334854547303063
CD4 Naive T,0,0,0,0,45,7.686310204628885,-2.7112875539847785
CD16 Mono,24,4,0,0,133,-9.395465460654318,-3.0129931528159553
CD14 Mono,20,0,0,0,42,-6.126115885611593,-8.902158315856116
B,15,0,0,0,64,5.210968407753885,7.856091443817956
CD4 Naive T,3,0,0,0,35,7.20241156494993,-3.564117010314124
CD14 Mono,18,0,0,0,30,-6.331680861350119,-6.5825338918754035
CD4 Memory T,3,0,0,0,31,7.125171097878397,-2.8044629652091437
CD4 Memory T,18,0,0,0,42,5.426899346474588,-2.531687792021888
CD14 Mono,28,1,0,0,67,-8.2799917134009,-8.095370348174232
Mk,8,0,0,0,48,5.0409559336938266,-5.646193083006995
CD4 Memory T,5,0,0,0,38,6.307793530587137,-4.12333017178263
CD14 Mono,13,0,0,0,52,-6.553286639090597,-9.805297430236
CD8 T,2,0,0,0,34,5.045292767647684,-2.0721501667090827
DC,157,1,0,0,145,-4.729958620902121,-3.6944487649985724
CD14 Mono,15,0,0,0,31,-5.080257025595724,-9.453508909423011
CD16 Mono,18,0,0,0,79,-8.781649199362814,-2.293620641905921
CD4 Memory T,5,0,0,0,50,4.913209828499735,-4.510280664641517
CD14 Mono,22,1,0,0,71,-7.2192207249365445,-6.508091505248206
CD8 T,2,0,0,0,33,1.6936763850488066,0.5863578956535882
CD16 Mono,38,0,0,0,100,-9.045885649558127,-4.048065717894691
CD4 Memory T,3,0,0,0,45,5.873602303627909,-2.954828556258338
CD14 Mono,30,0,0,0,55,-8.753494826193869,-8.250924642760413
CD16 Mono,37,2,0,0,128,-9.306230154868185,-3.7296190816947394
CD4 Memory T,8,0,0,0,46,4.639779481057108,-3.3559313375541144
CD16 Mono,13,3,0,0,51,-7.9173079403601285,-2.9433084089347297
B,0,0,0,0,26,7.053098591927469,7.7005519311836785
CD4 Naive T,6,0,0,0,34,7.451591405037821,-3.0659673769065314
CD16 Mono,38,4,0,0,90,-9.193667975302755,-2.461547430235999
CD16 Mono,25,3,0,0,140,-8.99853476607424,-3.3856442529746467
DC,45,0,0,0,88,-6.6602488430700895,-6.356708105284827
CD16 Mono,15,3,0,0,100,-9.08458384596926,-2.422474678237098
CD4 Memory T,13,0,0,0,40,6.730309399727762,-3.7163255769797736
CD4 Naive T,0,0,0,0,24,7.453623208168924,-3.236681278426307
CD14 Mono,10,0,0,0,73,-5.440051642294943,-8.697456892211097
CD16 Mono,30,0,0,0,159,-9.22182520949465,-2.9289043504783088
CD16 Mono,15,2,0,0,80,-9.061897841330588,-2.291213806349891
CD14 Mono,32,0,0,0,46,-6.223759261008322,-7.952555235106605
CD14 Mono,49,0,0,0,53,-6.48881682479006,-7.093653257567542
CD4 Naive T,5,0,0,0,46,7.018439683083475,-4.168744619567054
B,11,0,0,0,59,7.350395115975321,7.503883306305749
CD14 Mono,17,0,0,0,46,-6.090679732199728,-8.636830862242835
CD14 Mono,12,0,0,0,16,-5.052217093344748,-9.775403555113929
CD14 Mono,5,1,0,0,53,-8.27917155348879,-6.709378298003333
CD4 Memory T,6,0,0,0,70,4.293154629830301,-3.9386830885001594
CD4 Naive T,0,0,0,0,9,8.696136864785135,-3.5977571565696174
pDC,18,0,0,0,79,-1.4984491738043428,-1.5128360349723273
CD14 Mono,11,0,0,0,78,-6.21714409911257,-9.923952635008948
CD14 Mono,16,0,0,0,71,-6.064622965689718,-9.54908233471598
CD8 T,3,0,0,0,55,3.6743537513055204,-1.210213478285926
CD14 Mono,17,0,0,0,48,-5.731193629141867,-8.907179411131995
CD4 Naive T,3,0,0,0,40,7.2183121768273715,-4.379593904692786
CD14 Mono,10,0,0,0,31,-6.623464194174826,-8.482327039916175
CD4 Naive T,7,0,0,0,36,8.156353387001932,-3.864637191970008
CD14 Mono,8,4,1,0,48,-4.951444235678732,-9.623713072020667
B,9,0,0,0,55,5.346095952156961,8.243836824219567
T activated,2,0,0,0,22,0.8014288870133758,-3.959943111617225
NK,5,0,0,0,52,-0.2126763286553025,1.01185471228872
T activated,4,0,0,0,4,0.3922232118882537,-4.070936020095008
CD4 Naive T,0,0,0,0,48,6.771401318673075,-3.845902021605628
CD14 Mono,29,2,0,0,85,-8.932697859641134,-6.490871008116859
B,4,0,0,0,38,6.292093667153299,7.450073186676843
CD4 Naive T,4,0,0,0,60,5.607161435250223,-4.868902738768714
CD14 Mono,20,0,0,0,107,-6.898013201590597,-6.94991594143595
CD4 Memory T,8,0,0,0,32,4.13549319184202,-3.4814169961997443
CD14 Mono,42,0,0,0,42,-6.058408347006857,-8.387531812865394
CD4 Memory T,2,0,0,0,32,5.581968220833719,-4.12010055371012
CD4 Naive T,3,0,0,0,56,8.030594262246073,-3.4814014989921027
CD8 T,2,0,0,0,40,1.909788998726785,0.7185576003006524
CD4 Naive T,2,0,0,0,19,6.924136075142801,-3.9763136465140754
CD14 Mono,18,1,0,0,85,-8.931410399313986,-8.291286047179359
CD4 Naive T,3,0,0,0,27,6.460335168007791,-3.620909507949012
CD4 Naive T,1,0,0,0,41,6.99685040390867,-3.944224413115638
CD16 Mono,62,1,0,0,89,-8.914680090781271,-2.8334632474967414
CD14 Mono,22,0,0,0,90,-6.6567674549780484,-7.8169441778251105
CD8 T,1,0,0,0,19,2.39167085564512,-1.5435872633048469
CD4 Memory T,1,0,0,0,30,5.757275494698465,-3.3289468843528205
CD14 Mono,7,0,0,0,36,-7.0078969868384,-8.987696226317542
CD16 Mono,75,1,0,0,147,-8.886918631430685,-4.243909891326087
DC,83,0,0,0,77,-6.057628241416037,-5.1776290494986945
CD4 Memory T,6,0,0,0,65,4.685308846596659,-3.861508424956458
CD16 Mono,35,4,0,0,111,-9.467023459311545,-3.1258264143058234
CD4 Memory T,3,0,0,0,46,5.5999015895165805,-2.7986262399741584
CD14 Mono,33,0,0,0,83,-7.98807915770632,-8.040716703612464
B,1,0,0,0,35,6.2202772227563266,8.062624398987634
CD4 Memory T,1,0,0,0,35,5.7863921252526644,-2.7798278886863166
CD4 Memory T,4,0,0,0,48,5.2022246447839144,-3.575806911666053
CD14 Mono,21,0,0,0,29,-6.157999125357687,-8.122045095641273
CD14 Mono,21,0,0,0,101,-7.700732317801535,-7.220826681334632
NK,4,0,0,0,111,0.8551535931863189,-0.17298623510088268
CD4 Memory T,3,0,0,0,42,4.440453442696512,-1.7856177646705085
CD14 Mono,5,0,0,0,23,-4.876884070273459,-10.164162214476722
CD14 Mono,23,0,0,0,101,-8.146406737204611,-8.055465753752845
CD14 Mono,22,0,0,0,99,-6.999476519461691,-7.366664465148109
CD8 T,0,0,0,0,44,3.7041091052331327,-1.0034714300223762
B Activated,5,0,0,0,32,5.533618363503397,8.146855775635583
B,3,0,0,0,23,7.4945220080651644,7.475945894043786
CD14 Mono,23,0,0,0,43,-6.049557295676291,-7.497705038268226
CD4 Memory T,4,0,0,0,42,4.507692250374735,-4.080260809142249
CD16 Mono,4,1,0,0,40,-7.662057486411154,-3.4649942476340705
CD14 Mono,7,1,0,0,125,-8.665761557456076,-8.325159605223792
T activated,2,0,0,0,39,0.10212888098138571,-3.5040610391684943
CD14 Mono,49,0,1,0,115,-7.198877421256125,-6.5325084287711555
CD4 Naive T,5,0,0,0,30,7.59353819764036,-3.9315569955893928
CD8 T,0,0,0,0,48,4.1704091159142855,-2.8711412508078986
CD14 Mono,48,0,0,0,89,-8.708968726035177,-7.618897970397132
CD14 Mono,14,1,0,0,113,-6.969470587607443,-9.164324339110511
CD14 Mono,13,0,0,0,54,-5.504341212149679,-9.724910314757484
CD14 Mono,12,3,0,0,66,-5.50804289900881,-8.245025213439124
CD14 Mono,18,1,0,0,79,-7.529056635733664,-9.074028547484534
CD4 Memory T,6,0,0,0,48,5.6865433779992465,-2.3847308713981086
CD4 Naive T,5,0,0,0,45,6.024485024575174,-3.997754629332679
CD14 Mono,57,0,0,0,77,-6.299275008078634,-7.757723863799232
CD4 Memory T,5,0,0,0,58,4.7112602320947055,-2.924771125991004
CD14 Mono,14,1,0,0,65,-8.540406790610373,-8.63836055584635
CD14 Mono,20,1,0,0,82,-8.897340384360373,-7.881377275664466
CD14 Mono,16,0,0,0,81,-7.924400416251242,-6.9820089895316535
CD4 Naive T,1,0,0,0,32,8.202118310097635,-4.397032793242591
CD14 Mono,24,2,0,0,52,-5.555481520529806,-9.400088842589515
B,3,0,0,0,42,7.414050492409647,7.420244638245446
DC,106,0,0,0,57,-5.94003924452883,-5.538134630400794
T activated,0,0,0,0,50,1.4476371136941313,-3.773774440962928
T activated,0,0,0,0,25,0.9807615605630279,-3.910474832732337
CD14 Mono,29,0,0,0,43,-6.251068201895773,-7.493641908843177
CD4 Naive T,3,0,0,0,32,8.01793137467283,-2.876234348494666
T activated,1,0,0,0,17,3.4211446372308134,-3.1570387441703254
CD14 Mono,15,0,0,0,88,-5.542469111319601,-8.883486326415198
CD14 Mono,30,2,0,0,124,-7.950057593222677,-7.356292780120032
NK,0,0,0,0,24,1.342443617943704,0.9421439807823724
CD4 Memory T,2,0,0,0,49,6.849034699562967,-3.084690387923377
CD14 Mono,4,0,0,0,88,-6.895218459006369,-9.095558698851722
pDC,11,0,0,0,74,-0.8693678649626374,-1.5393570024558478
CD16 Mono,27,2,0,0,92,-8.972156134482443,-2.406899030882972
T activated,6,0,0,0,26,0.4297247854508758,-4.065244968611854
CD8 T,17,0,0,0,101,2.999359759453714,-0.5274561006614142
CD4 Memory T,0,0,0,0,40,5.874000462655008,-2.6624243814536506
CD4 Memory T,4,0,0,0,58,6.861039551857889,-4.290428693968909
CD14 Mono,38,1,0,0,105,-6.242406454917013,-7.192875440795081
CD14 Mono,45,4,0,0,154,-8.444132414694845,-5.947795446593421
CD14 Mono,17,2,0,0,69,-5.496448126669943,-9.11964946575846
CD14 Mono,15,0,0,0,51,-5.939472761984884,-9.608908231932777
DC,36,0,0,0,109,-7.420558062430441,-6.798423822600501
CD14 Mono,19,2,0,0,104,-6.8429857166967984,-7.5892854291984015
CD4 Naive T,4,1,0,0,44,7.592007550362528,-2.5944235879966193
B,0,0,0,0,50,6.092806252602518,6.978633348267419
T activated,0,0,0,0,16,2.493240746621072,-3.511865671355384
CD14 Mono,52,0,0,0,23,-6.253319826956808,-8.12806182690348
NK,4,0,0,0,58,0.0027027381100058617,0.9589853923729486
B Activated,1,0,0,0,50,3.3878358928002714,8.522015039246423
CD14 Mono,27,0,0,0,115,-8.648921576376974,-6.551507051665443
T activated,1,0,0,0,31,3.581855925682962,-3.1317422945090705
CD14 Mono,24,0,0,0,31,-6.977189150687277,-6.574341829497474
CD4 Naive T,0,0,0,0,42,7.186344060067118,-4.987819250304359
CD4 Naive T,4,0,0,0,60,8.007345589760721,-4.503261621672767
CD14 Mono,49,0,0,0,40,-6.213799563284933,-7.529506262023109
CD16 Mono,35,0,0,0,129,-8.71174391829592,-5.031286771971839
T activated,2,0,0,0,23,0.3426224914826751,-4.095551069457191
CD4 Memory T,11,0,0,0,36,6.71413031494993,-3.25046902485575
NK,2,0,0,0,75,1.7962570515908598,0.44735104254995045
CD8 T,4,0,0,0,42,4.013652714852274,-1.4299048740455085
NK,0,0,0,0,31,1.2862696973122953,0.5538342039993829
NK,1,1,0,0,45,-0.07933601089936494,1.2334743183067864
CD16 Mono,23,0,0,0,133,-8.672868338461935,-2.4107602197715217
CD14 Mono,3,0,0,0,50,-6.967117873068869,-9.78027015515055
CD4 Memory T,0,0,0,0,41,5.083893212441385,-1.8940923769065314
CD4 Memory T,0,0,0,0,44,6.39354983246702,-3.5397062856742316
CD14 Mono,38,0,0,0,134,-8.720460501547873,-5.944900091368812
CD4 Memory T,0,0,0,0,58,7.909231576088846,-4.483836229521888
T activated,4,0,0,0,23,0.22862297571080925,-3.9658086855002814
CD14 Mono,21,0,0,0,71,-7.807622519370138,-8.180147703368323
CD4 Naive T,2,0,0,0,36,7.799397858742655,-3.3481028635093146
CD4 Naive T,5,0,0,0,32,7.061008366707743,-4.319070394713538
B,9,0,0,0,43,6.689163598183573,7.73476308993612
CD4 Memory T,4,0,0,0,40,6.261712464455545,-3.210168894011634
CD4 Memory T,2,0,0,0,61,7.21432677185911,-3.197032745558875
CD4 Naive T,1,0,0,0,55,6.581296834114969,-3.6059058267661506
CD14 Mono,42,1,0,0,120,-7.7845822247229215,-6.355922754485267
CD4 Naive T,11,0,0,0,40,8.591924103859842,-3.98854595013346
CD4 Naive T,9,0,0,0,33,8.381570252541483,-3.1316037733146125
B Activated,68,0,0,0,71,2.5275925723351835,8.649355356018884
DC,29,0,0,0,85,-6.423665133353293,-6.1376486379691535
CD4 Memory T,1,0,0,0,45,6.010852250222147,-3.0441785413810187
CD14 Mono,13,0,0,0,77,-6.92042025649172,-8.154787595946448
B Activated,10,0,0,0,32,4.067700299385965,8.42435402087484
DC,56,0,0,0,143,-4.767017451163351,-3.7403116781302863
NK,1,0,0,0,56,-0.24805994057279823,1.2067669074944085
CD14 Mono,10,0,0,0,50,-6.359438506003439,-8.83140712567057
CD14 Mono,21,0,0,0,92,-6.635933962698996,-6.7535520155021125
CD8 T,3,0,0,0,54,2.3739224997796415,0.006641466539246424
CD14 Mono,34,0,0,0,57,-8.38039454543215,-7.150162275511878
CD4 Naive T,2,0,0,0,51,6.137633713845194,-5.206350382048743
CD4 Memory T,4,0,0,0,38,7.085780533913553,-3.001518066603797
NK,3,0,0,0,31,2.304777773980081,0.12765272371087727
CD8 T,2,0,0,0,41,3.590119513634622,-1.5386716682502204
CD4 Memory T,1,0,0,0,37,5.8746584979333285,-4.0591762620994025
CD4 Memory T,4,0,0,0,26,6.186386498574198,-2.6898289281913215
CD4 Naive T,1,0,0,0,43,6.940795334938944,-3.770283754546302
CD14 Mono,25,0,0,0,91,-7.722689238425314,-5.701485689360755
CD4 Naive T,2,0,0,0,25,6.518941792611063,-4.5026388723441535
CD8 T,2,0,0,0,16,2.588971289757669,-1.7603189308234626
B,4,0,0,0,34,6.465531262520731,7.6554655473640985
CD4 Memory T,1,0,0,0,53,5.1736978617944125,-3.877872760970252
Eryth,3,0,0,0,51,6.567408951882303,-2.8171172697135383
B,7,0,0,0,53,5.046260747078836,7.913271371643884
CD4 Naive T,9,0,0,0,43,7.272752198342264,-4.158243711669105
CD16 Mono,18,1,0,0,29,-7.900962916251242,-3.807363088805335
DC,40,0,0,0,74,-5.932528105612814,-5.256176050383704
T activated,0,0,0,0,15,3.884900006417215,-3.696788128096717
CD4 Memory T,4,0,0,0,36,5.539822491768778,-2.470934446532386
NK,2,1,0,0,47,2.120209368828714,0.16506633571897206
CD14 Mono,20,0,0,0,51,-7.528105822440207,-6.8657651502677375
CD4 Memory T,2,0,0,0,33,5.853905591134012,-3.816480930525916
CD4 Naive T,0,1,1,0,26,7.880977067116678,-4.486501749236243
CD16 Mono,12,1,0,0,97,-8.970670309897482,-2.2272456247397834
CD4 Memory T,1,0,0,0,19,6.750469597939432,-2.672851141173499
B Activated,2,0,0,0,46,5.012636574868143,8.3599275987557
CD14 Mono,34,0,0,0,88,-7.35824402892214,-9.66354709454264
CD14 Mono,8,0,0,0,87,-8.914248076315939,-5.602722223479407
CD4 Memory T,2,0,0,0,38,7.354477318886698,-3.4589138586112433
CD16 Mono,20,0,0,0,139,-9.079314795371115,-2.2690930921622687
CD14 Mono,22,2,0,0,138,-8.542937842246115,-5.8125472623893195
T activated,0,0,0,0,7,1.4444502917565702,-3.7421026784964972
CD14 Mono,18,0,0,0,22,-6.089443770285666,-9.675539549071448
CD4 Naive T,0,0,0,0,29,6.01803770935911,-4.240072305876868
CD4 Memory T,1,0,0,0,30,7.111858281258524,-3.2484417516776496
CD4 Memory T,9,0,0,0,46,6.909930619362772,-2.6332405168601447
CD4 Memory T,10,0,0,0,19,5.513805302742899,-2.374320324141639
CD4 Naive T,3,0,0,0,32,7.092331322792948,-3.745104129988807
B,4,0,0,0,41,6.606793793801248,7.937873307984216
CD14 Mono,30,0,0,0,116,-8.390532103415548,-7.431189115721839
B,5,0,0,0,38,6.397831830147684,7.724175874512536
NK,4,0,0,0,56,1.2411535111703276,0.8066949289253778
CD4 Memory T,3,0,0,0,33,5.81237831986326,-2.600937421996253
B Activated,6,0,0,0,34,3.8159560290612577,8.47336525134359
CD14 Mono,45,1,0,0,111,-9.205907431479513,-6.724806364256995
DC,39,0,0,0,41,-4.883341399069845,-3.883589084822791
CD4 Naive T,1,0,0,0,46,6.3808793154992465,-3.3173411447593146
DC,64,0,0,0,163,-4.879119482871115,-3.850192840773719
CD14 Mono,12,0,0,0,65,-6.751014319296896,-9.093361433226722
CD16 Mono,21,4,0,0,84,-8.665581313010275,-2.306482608992713
DC,54,0,0,0,58,-5.775241938468039,-5.058818872649329
CD4 Naive T,1,0,0,0,31,7.607870015267313,-4.707875307280677
DC,41,0,0,0,115,-6.636512366171896,-5.9728866178580695
CD14 Mono,18,0,0,0,58,-6.720903006430685,-9.878432806212562
